223,ハイランダー,攻撃態勢・木,戦士の誓い
224,碧槍の英雄・クーフーリン,攻撃態勢・木,スカアハの祈り
225,ワルキューレ,攻撃態勢・光,戦乙女の誇り
226,白盾の女神・ヴァルキリー,攻撃態勢・光,ヴァルキリーソウル
227,ドラゴンフルーツ,アストレイミスト,無し
228,マスターリング,ドロップリフレッシュ,ハイラッキー
229,フェニックスナイト・ホムラ,ドロップ変化・火,不死鳥の加護
230,フェンリルナイト・カムイ,ドロップ変化・水,神狼の咆哮
231,エンシェントドラゴンナイト,ドロップ変化・木,龍騎士の怒り
232,天空の騎士・ヴァーチェ,ドロップ変化・光,神への祈り
233,カオスドラゴンナイト,ドロップ変化・闇,龍騎士の誓い
234,神秘の仮面,サモンライト,無し
235,キングゴールドネッキー,ファミ通Appの怒り,ファミ通Appの加護
236,シヴァ,第三の目,火の魂
237,破壊神・シヴァ,第三の目,爆炎の魂
238,ラクシュミー,吸魔の光,水の魂
239,幸運の女神・ラクシュミー,吸魔の光,激流の魂
240,パールヴァティー,防御態勢・木,木の魂
241,金色の女神・パールヴァティー,防御態勢・木,大地の魂
242,インドラ,英龍の守り,龍神の誓い
243,雷霆龍・インドラ,英龍の守り,龍神の祈り
244,ヴリトラ,恨みの一撃,龍神の怒り
245,暗黒龍・ヴリトラ,恨みの一撃,龍神の咆哮
246,ダブルビリット,無し,無し
247,ダブサファリット,無し,無し
248,ダブエメリット,無し,無し
249,ダブトパリット,無し,無し
250,ダブアメリット,無し,無し
251,ダブミスリット,サモンダーク,無し
252,ルビードラゴン,無し,モンスター経験値アップ
253,ハイルビードラゴン,ダブル防御態勢・火,モンスター経験値アップ
254,キングルビードラゴン,龍撃態勢・火,モンスター経験値アップ
255,サファイアドラゴン,無し,モンスター経験値アップ
256,ハイサファイアドラゴン,ダブル防御態勢・水,モンスター経験値アップ
257,キングサファイアドラゴン,龍撃態勢・水,モンスター経験値アップ
258,エメラルドドラゴン,無し,モンスター経験値アップ
259,ハイエメラルドドラゴン,ダブル防御態勢・木,モンスター経験値アップ
260,キングエメラルドドラゴン,龍撃態勢・木,モンスター経験値アップ
261,超キングメタルドラゴン,ダブル攻撃態勢・闇,モンスター経験値アップ
262,フレイムキメラ,ヒートブレス,無し
263,マグマキマイラ,マグマブレス,無し
264,バブルキメラ,コールドブレス,無し
265,ディープキマイラ,ブリザードブレス,無し
266,リーフキメラ,ウィンドブレス,無し
267,フラワーキマイラ,ガイアブレス,無し
268,ボルトキメラ,フラッシュブレス,無し
269,サンダーキマイラ,ホーリーブレス,無し
270,ミストキメラ,ダークブレス,無し
271,フォッグキマイラ,ヘルブレス,無し
272,ベビーマッチ,無し,太鼓の達人！
273,ベビーマッチプラス,クイックボム,太鼓の達人！
274,アクマーメイド,無し,太鼓の達人！
275,アクマーメイドプラス,キュアー,太鼓の達人！
276,ごぶがりゴブリン,無し,太鼓の達人！
277,ごぶがりゴブリンプラス,鉄壁の構え,太鼓の達人！
278,音符のしにがみ,無し,太鼓の達人！
279,音符のしにがみプラス,毒の霧,太鼓の達人！
280,どんちゃん,ヒール,太鼓の達人！
281,勇者どんちゃん,ヒール,太鼓の達人！
282,勇者どんちゃんプラス,ヒール,太鼓の達人！
283,砲炎機龍・ベテルギウス,ブラストカノン,爆炎の力
284,氷砕機龍・アルデバラン,ブリザードカノン,激流の力
285,旋風機龍・カノープス,トルネードカノン,大地の力
286,皇爪機龍・レグルス,プラズマカノン,閃光の力
287,殲滅機龍・ハダル,グラビティカノン,暗黒の力
288,ドラール,防御態勢・火,火と木の守り
289,アグドラール,防御態勢・火,火と木の守り
290,フレアドラール,防御態勢・火,炎樹の防壁
291,シャードラ,防御態勢・水,水と火の守り
292,シャードラン,防御態勢・水,水と火の守り
293,メガロドラン,防御態勢・水,氷炎の防壁
294,トイトプス,防御態勢・木,木と水の守り
295,トイケラトプス,防御態勢・木,木と水の守り
296,フォートトイトプス,防御態勢・木,樹氷の防壁
297,フェリオ,防御態勢・光,光と木の守り
298,フェアリオン,防御態勢・光,光と木の守り
299,エンジェリオン,防御態勢・光,聖樹の防壁
300,ピエドラ,防御態勢・闇,闇と水の守り
301,ピエドラウン,防御態勢・闇,闇と水の守り
302,ドラウンジョーカー,防御態勢・闇,魔氷の防壁
303,ホノペンドラ,無し,無し
304,ルビペンドラ,防御態勢・火,モンスター経験値アップ
305,ペンペンドラ,無し,無し
306,サファペンドラ,防御態勢・水,モンスター経験値アップ
307,ジュペンドラ,無し,無し
308,エメペンドラ,防御態勢・木,モンスター経験値アップ
309,超キングゴールドドラゴン,ダブル攻撃態勢・光,モンスター経験値アップ
310,氷のサムライオーガ,フリーズストライク,根性
311,樹のサムライオーガ,ロックストライク,根性
312,炎のアイスオーガ,フレイムストライク,根性
313,樹のアイスオーガ,ロックストライク,根性
314,炎のアーマーオーガ,フレイムストライク,根性
315,氷のアーマーオーガ,フリーズストライク,根性
316,炎の機神兵・ヨトゥン,防御の構え,ブレイズカウンター
317,水の機神兵・ミズガルズ,防御の構え,フリーズカウンター
318,木の機神兵・アースガル,防御の構え,ストーンカウンター
319,マシンゴーレムMk-III,アーマーブレイク,ライトニングカウンター
320,ダークゴーレムMk-III,アーマーブレイク,ダークネスカウンター
321,虹の番人,イビルノヴァ,守りの心得
322,蒼炎星・イフリート,マグマブレス,蒼炎の星
323,碧炎星・イフリート,マグマブレス,碧炎の星
324,輝炎星・イフリート,マグマブレス,輝炎の星
325,黒炎星・イフリート,マグマブレス,黒炎の星
326,紅氷星・リヴァイアサン,ブリザードブレス,紅氷の星
327,碧氷星・リヴァイアサン,ブリザードブレス,碧氷の星
328,輝氷星・リヴァイアサン,ブリザードブレス,輝氷の星
329,黒氷星・リヴァイアサン,ブリザードブレス,黒氷の星
330,紅樹星・ファフニール,ガイアブレス,紅樹の星
331,蒼樹星・ファフニール,ガイアブレス,蒼樹の星
332,輝樹星・ファフニール,ガイアブレス,輝樹の星
333,黒樹星・ファフニール,ガイアブレス,黒樹の星
334,紅光星・神龍,ホーリーブレス,紅光の星
335,蒼光星・神龍,ホーリーブレス,蒼光の星
336,碧光星・神龍,ホーリーブレス,碧光の星
337,黒光星・神龍,ホーリーブレス,黒光の星
338,紅闇星・ティアマット,ヘルブレス,紅闇の星
339,蒼闇星・ティアマット,ヘルブレス,蒼闇の星
340,碧闇星・ティアマット,ヘルブレス,碧闇の星
341,輝闇星・ティアマット,ヘルブレス,輝闇の星
342,ECO・サラマンダー,無し,火の魂
343,ECO・サラマンダー・アルマ,防御態勢・火,火の魂
344,ECO・ペペン,無し,水の魂
345,ECO・ペペン・アルマ,吸魔の光,水の魂
346,ECO・シャボタン,無し,木の魂
347,ECO・シャボタン・アルマ,防御態勢・木,木の魂
348,ECO・ベイビータイニー,チェンジ・ザ・ワールド,タイニーエール
349,ECO・タイニー,チェンジ・ザ・ワールド,タイニーエール
350,フォーミュラー,フレイムバースト,無し
351,炎聖騎龍・フォーミュラー,フレイムバースト,炎聖護法陣
352,シャイターン,爆炎の結界,炎の祈り
353,怒りと炎の精霊・シャイターン,爆炎の結界,炎の祈り
354,ウンディーネ,激流の結界,水の祈り
355,愛と水の精霊・ウンディーネ,激流の結界,水の祈り
356,シルフ,大地の結界,風の祈り
357,自由と風の精霊・シルフ,大地の結界,風の祈り
358,ジーニャ,閃光の結界,光の祈り
359,富と光の精霊・ジーニャ,閃光の結界,光の祈り
360,タナトス,暗黒の結界,闇の祈り
361,死と闇の精霊・タナトス,暗黒の結界,闇の祈り
362,オーディン,グングニール,守りの衣
363,覚醒オーディン,グングニール,守りの衣
364,秘神・オーディン,魔槍グングニール,ルーン・オブ・フェイト
365,覚醒秘神・オーディン,魔槍グングニール,グレイス・オブ・ミーミル
366,プラン,フリーズバースト,無し
367,覚醒プラン,フリーズバースト,龍姫の祈り
368,フレイ,フレイムエンハンス,火の魂
369,勝利の神・フレイ,フレイムエンハンス,焔の魂
370,イズン＆イズーナ,ウォーターエンハンス,水の魂
371,双星の女神・イズン＆イズーナ,ウォーターエンハンス,氷の魂
372,フレイヤ,アースエンハンス,木の魂
373,大地の女神・フレイヤ,アースエンハンス,大樹の魂
374,トール,サンダーエンハンス,光の魂
375,雷の戦神・トール,サンダーエンハンス,雷の魂
376,ロキ,ダークエンハンス,闇の魂
377,狡知の神・ロキ,ダークエンハンス,悪の魂
378,ディノライダー,ダブルドロップ変化・火木,突撃陣形
379,ディノライダー・ドレーク,ダブルドロップ変化・火木,背水の陣
380,ビーストライダー,ダブルドロップ変化・水火,突撃陣形
381,ビーストライダー・マーリン,ダブルドロップ変化・水火,背水の陣
382,マリンライダー,ダブルドロップ変化・木水,突撃陣形
383,マリンライダー・ロビン,ダブルドロップ変化・木水,背水の陣
384,ドラゴンライダー,ダブルドロップ変化・光闇,突撃陣形
385,ドラゴンライダー・アーサー,ダブルドロップ変化・光闇,背水の陣
386,グリプスライダー,ダブルドロップ変化・闇光,突撃陣形
387,グリプスライダー・フィン,ダブルドロップ変化・闇光,背水の陣
388,戦女神・セイントミネルヴァ,クイックボム,陽光の神壁
389,戦女神・ダークミネルヴァ,クイックボム,邪炎の神壁
390,海王神・ヘブンズネプチューン,ヒュドラの毒,聖海の神壁
391,海王神・アビスネプチューン,ヒュドラの毒,魔氷の神壁
392,豊穣神・ホーリーセレス,完治の光,聖樹の神壁
393,豊穣神・イービルセレス,完治の光,呪花の神壁
394,慈愛神・コスモスヴィーナス,チェンジ・ザ・ワールド,光神の守護
395,慈愛神・カオスヴィーナス,チェンジ・ザ・ワールド,聖邪の守護
396,冥界神・アークハーデス,ギガグラビティ,光闇の神壁
397,冥界神・インフェルノハーデス,ギガグラビティ,死神の守護
398,フェニックス,ドロップ強化・火,無し
399,転生の霊鳥・フェニックス,ドロップ強化・火,無し
400,クラーケン,ドロップ強化・水,無し
401,大洋の悪魔・クラーケン,ドロップ強化・水,無し
402,グリフォン,ドロップ強化・木,無し
403,疾風の狩人・グリフォン,ドロップ強化・木,無し
404,ユニコーン,ドロップ強化・光,無し
405,聖女の守護獣・ユニコーン,ドロップ強化・光,無し
406,ケルベロス,ドロップ強化・闇,無し
407,地獄の番犬・ケルベロス,ドロップ強化・闇,無し
408,究極炎龍・ムスプルヘイム,ゴッドマグマブレス,炎の防壁
409,究極氷龍・ニブルヘイム,ゴッドブリザードブレス,氷の防壁
410,究極島龍・ユグドラシル,ゴッドガイアブレス,大樹の防壁
411,究極機龍・ヴァルハラ,ゴッドホーリーブレス,光の防壁
412,究極邪龍・ヘルヘイム,ゴッドヘルブレス,闇の防壁
413,蒼炎龍・ムスプルヘイム,ゴッドマグマブレス,氷の防壁
414,ミツキ,ダブル防御態勢・火,無し
415,火の案内人・ミツキ,ダブル防御態勢・火,大地の恵み
416,焔尾の天狐・ミツキ,ダブル防御態勢・火,星の恵み
417,ルカ,ダブル防御態勢・水,無し
418,水の案内人・ルカ,ダブル防御態勢・水,大地の恵み
419,海洋の才女・ルカ,ダブル防御態勢・水,星の恵み
420,カノ,ダブル防御態勢・木,無し
421,木の案内人・カノ,ダブル防御態勢・木,大地の恵み
422,森羅の神子・カノ,ダブル防御態勢・木,星の恵み
423,フウ,ダブル防御態勢・光,無し
424,光の案内人・フウ,ダブル防御態勢・光,大地の恵み
425,草原の舞姫・フウ,ダブル防御態勢・光,星の恵み
426,クロネ,ダブル防御態勢・闇,無し
427,闇の案内人・クロネ,ダブル防御態勢・闇,大地の恵み
428,宵闇の猫又・クロネ,ダブル防御態勢・闇,星の恵み
429,クイーンメタルドラゴン,オールドロップチェンジ,モンスター経験値アップ
430,クイーンゴールドドラゴン,浄滅の雷鼓,モンスター経験値アップ
431,下仁田ネギ,無し,無し
432,超・下仁田ネギ,鉄壁の構え,無し
433,下仁田こんにゃく,無し,無し
434,超・下仁田こんにゃく,ブリザードブレス,無し
435,嬬恋キャベツ,無し,無し
436,超・嬬恋キャベツ,ガイアブレス,無し
437,だるま,マグマブレス,無し
438,超・だるま,クイックボム,無し
439,ぐんまけん,草津の温泉,ぐんまのやぼう
440,超・ぐんまけん,草津の温泉,ぐんまのやぼう
441,火の歴龍・アードベッグ,ブレイズボール,豊穣の力
442,水の歴龍・ボウモア,スプラッシュボール,豊穣の力
443,木の歴龍・ラガヴーリン,プラントボール,豊穣の力
444,光の歴龍・ラフロイグ,プラズマボール,豊穣の力
445,闇の歴龍・カリラ,カースボール,豊穣の力
446,チョコボ,チョコアタック,チョコバリア
447,竜騎士,ジャンプ,竜の魂
448,最強装備・竜騎士,ジャンプ,竜の魂
449,バーサーカー,いかりのいちげき,瀕死バーサク
450,最強装備・バーサーカー,いかりのいちげき,瀕死バーサク
451,弓使い,ためる,精神統一
452,最強装備・弓使い,ためる,精神統一
453,ソルジャー,みやぶる,応急処置
454,最強装備・ソルジャー,みやぶる,応急処置
455,黒魔道士,ブリザガ,属性強化
456,最強装備・黒魔道士,ブリザガ,属性強化
457,時魔道士,スロウ,ヘイスガ
458,最強装備・時魔道士,スロウ,ヘイスガ
459,シーフ,みかわし,コインを盗む
460,最強装備・シーフ,みかわし,コインを盗む
461,ベヒーモス,シールドブレイク,無し
462,アパンダ,シールドブレイク,カウンター
463,モルボル,くさい息,無し
464,モルボルキング,くさい息,モルボルソング
465,トンベリ,包丁,無し
466,トンベリキング,包丁,みんなのうらみ
467,バハムート,メガフレア,無し
468,究極召喚・バハムート,メガフレア,竜王の誇り
469,レッドクリスタル,サイドワインダー,無し
470,ブルークリスタル,虹色の磁石,無し
471,グリーンクリスタル,みかわし,無し
472,イエロークリスタル,スロウ,無し
473,パープルクリスタル,スマイル,無し
474,レインボークリスタル,恨みの一撃,無し
475,火炎獄・パイロデーモン,ボム,悪魔の軍勢
476,氷結獄・フロストデーモン,ボム,悪魔の軍勢
477,樹海獄・タウロスデーモン,ボム,悪魔の軍勢
478,光天獄・ハーピィデーモン,ボム,悪魔の軍勢
479,闇地獄・ブラッドデーモン,ボム,悪魔の軍勢
480,爆炎龍・グランティラノス,マグマブレス,爆炎龍の力
481,氷塊龍・デプスプレシオス,ブリザードブレス,氷塊龍の力
482,大花龍・ガイアブラキオス,ガイアブレス,大花龍の力
483,太陽龍・ソルプテラドス,ホーリーブレス,太陽龍の力
484,月光龍・ルナデスピナス,ヘルブレス,月光龍の力
485,スーパーキングゴールドネッキー,ファミ通Appの大激怒,ファミ通Appの加護
486,ギャンブルメイジ,シャッフルショット,無し
487,闇の勝負師・ギャンブルメイジ,シャッフルショット,バーストセブン
488,クロノタートル,時のぜんまい,無し
489,時の伝道師・クロノタートル,時のぜんまい,万年亀の甲羅
490,ホルス,ドロップ強化・火,炎隼の猛襲
491,炎隼神・ホルス,ドロップ強化・火,炎隼の猛襲
492,イシス,クイックヒール,ナイルの恵み
493,聖海神・イシス,クイックヒール,ナイルの恵み
494,バステト,スプレッドキャッツ,キャットコンビネーション
495,愛猫神・バステト,スプレッドキャッツ,キャットコンビネーション
496,ラー,ソーラーレーザー,太陽の威光
497,太陽神・ラー,ソーラーレーザー,太陽の威光
498,アヌビス,暗黒の呪い,冥狼の雄叫び
499,冥狼神・アヌビス,暗黒の呪い,冥狼の雄叫び
500,ケリ姫,スイーツシュート,我がまま姫の命令
501,アン・パント・ケットバス,スイーツシュート,我がまま姫の愛情
502,ガウガウ,マグマブレス,無し
503,草原の主・ガウガウキング,ゴッドマグマブレス,キングのかみつき
504,アザラシくん,ブリザードブレス,無し
505,セイウチさん,ゴッドブリザードブレス,弾力ボディ
506,ゼリーエンジェル,ガイアブレス,無し
507,ザ・ゼリーエンジェルズ,ゴッドガイアブレス,天使の歌声
508,バルーンペンペン,ホーリーブレス,無し
509,カイトペンペン,ゴッドホーリーブレス,仕返しボム
510,ギョロリ,ヘルブレス,無し
511,デイビルアイ,ゴッドヘルブレス,デイビルフィールド
512,剛腕の巨人・ギガンテス,攻撃態勢・火,根性
513,蒼覇王・カイゼルジークフリート,攻撃態勢・水,ドラゴンブラッド
514,大英雄・モアクーフーリン,攻撃態勢・木,スカアハの祈り
515,戦乙女・プリンセスヴァルキリー,攻撃態勢・光,ヴァルキリーソウル
516,魔王・ヴァンパイアロード,攻撃態勢・闇,暗黒の力
517,プチノエルドラゴン・ルージュ,無し,無し
518,プチノエルドラゴン・ブルー,無し,無し
519,プチノエルドラゴン・ヴェール,無し,無し
520,ノエルドラゴン・ルージュ,フレイムギフト,聖夜の祈り・火
521,ノエルドラゴン・ブルー,アイシクルギフト,聖夜の祈り・水
522,ノエルドラゴン・ヴェール,プラントギフト,聖夜の祈り・木
523,アカムギドラ,無し,無し
524,アオムギドラ,無し,無し
525,ミドムギドラ,無し,無し
526,狩人,サイドワインダー,狩りコンボ
527,最強装備・狩人,サイドワインダー,狩りコンボ
528,からくり士,虹色の磁石,リジェネーター
529,最強装備・からくり士,虹色の磁石,リジェネーター
530,フェンサー,見切り,突貫コンボ
531,最強装備・フェンサー,見切り,突貫コンボ
532,狩人【サンタ】,サイドワインダー,狩りコンボ
533,最強装備・狩人【サンタ】,サイドワインダー,狩りコンボ
534,からくり士【サンタ】,虹色の磁石,リジェネーター
535,最強装備・からくり士【サンタ】,虹色の磁石,リジェネーター
536,フェンサー【サンタ】,見切り,突貫コンボ
537,最強装備・フェンサー【サンタ】,見切り,突貫コンボ
538,アレクサンター,聖夜の審判,無し
539,究極召喚・アレクサンター,聖夜の審判,鎧の城
540,風林火山龍・シンゲン,火焔の息吹,風林火山の龍紋
541,毘沙門龍・ケンシン,氷雪の息吹,毘沙門の龍紋
